name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Arizona,1999-11-28,25.1,9.4,16.1,25.1,8.4,16.1,-4.1,26.3,0,0,0,,,,,11.2,109.7,1022,56.3,15.6,,,,,1999-11-28T07:11:28,1999-11-28T17:20:46,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,72278023183
Arizona,1999-11-29,28.8,10.5,18.2,27.2,10.5,18,-3.7,24.6,0,0,0,,,,,9.5,110.4,1022.9,59.1,16.4,,,,,1999-11-29T07:12:21,1999-11-29T17:20:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1999-11-30,27.8,12,20,26.5,12,19.8,-2.1,23.7,0,0,0,,,,,18.7,114.9,1020.3,77.3,16,,,,,1999-11-30T07:13:14,1999-11-30T17:20:26,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1999-12-01,24.4,13.2,18,24.4,13.2,18,-1.7,27.8,0,0,0,,,,,20.6,243.8,1014.6,62.5,15.7,,,,,1999-12-01T07:14:06,1999-12-01T17:20:19,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1999-12-02,18.9,8.2,13.8,18.9,7.6,13.7,-3.7,30.9,0,0,0,,,,,13,262.7,1015.5,18.8,16.4,,,,,1999-12-02T07:14:58,1999-12-02T17:20:13,0.82,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1999-12-03,16.2,6,11.2,16.2,4.3,10.6,-8.9,27,0,0,0,,,,,26.6,283.8,1014,8.9,15.7,,,,,1999-12-03T07:15:49,1999-12-03T17:20:10,0.86,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1999-12-04,18.3,4.4,11,18.3,2.4,10.6,-7.3,27.6,0,0,0,,,,,13,269.1,1022.6,19.9,16.6,,,,,1999-12-04T07:16:39,1999-12-04T17:20:08,0.89,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1999-12-05,20.7,5,13,20.7,4.7,12.9,-4.8,30.9,0,0,0,,,,,16.3,53.6,1022.2,51,22.7,,,,,1999-12-05T07:17:29,1999-12-05T17:20:09,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1999-12-06,19.4,5.6,12.2,19.4,5.6,12.1,-3.8,35.3,0,0,0,,,,,9.6,203.7,1018.4,32.9,16.3,,,,,1999-12-06T07:18:17,1999-12-06T17:20:11,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1999-12-07,17.9,5.1,10.9,17.9,2.5,10.2,-4.5,35.4,0,0,0,,,,,16.3,110.2,1014.4,34.7,15.7,,,,,1999-12-07T07:19:05,1999-12-07T17:20:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
