name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Arizona,2015-01-01,7.1,1.6,4.3,7.1,-0.5,2.9,-1.5,67.9,0.244,100,8.33,rain,,,,12.4,310.6,1018.8,65.2,16,146.1,12.5,6,,2015-01-01T07:32:29,2015-01-01T17:31:24,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72278403184,72278903192,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-02,11.6,0,5.2,11.6,-2.5,3.9,-3.2,58.4,0,0,0,,,,,15.1,225.9,1017.5,10.1,16,150.5,13,6,,2015-01-02T07:32:41,2015-01-02T17:32:09,0.41,Clear,Clear conditions throughout the day.,clear-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-03,12.1,0.9,6.4,12.1,-2.2,4.9,-2.1,57.4,0,0,0,,,,,11.5,98.5,1022.8,2,16,153,13.3,6,,2015-01-03T07:32:50,2015-01-03T17:32:55,0.45,Clear,Clear conditions throughout the day.,clear-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-04,17.7,2.7,9.5,17.7,1.3,9.1,-0.6,53.3,0,0,0,,,,,9,37.3,1026.8,26,16,154.7,13.4,6,,2015-01-04T07:32:58,2015-01-04T17:33:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-05,23.2,6.1,13.4,23.2,4.6,13.3,0,45.1,0.822,100,4.17,rain,,,,15.3,65.5,1024.5,30.3,16,155.8,13.5,6,,2015-01-05T07:33:04,2015-01-05T17:34:31,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-06,25.9,7.7,15.5,25.9,6.7,15.4,-0.3,38.2,0,0,0,,,,,14.7,74.8,1022.7,12,16,160.8,14,6,,2015-01-06T07:33:08,2015-01-06T17:35:20,0.55,Clear,Clear conditions throughout the day.,clear-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-07,26.7,9.5,17.5,26.6,9.5,17.5,2.2,39.4,0,0,0,,,,29.5,14.3,103.5,1019.3,45.5,16,146.1,12.6,6,,2015-01-07T07:33:11,2015-01-07T17:36:11,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-08,21.6,13.3,16.9,21.6,13.3,16.9,2.2,37.6,0,0,0,,,,33.5,26,100.3,1016.9,71.3,16,116.3,10,5,,2015-01-08T07:33:11,2015-01-08T17:37:02,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-09,23.2,11,16.3,23.2,11,16.3,4,45,0,0,0,,,,29.5,19.3,99.5,1015.4,25,16,143,12.2,6,,2015-01-09T07:33:10,2015-01-09T17:37:53,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-10,18.1,13.1,15.2,18.1,13.1,15.2,4.4,48.8,0.045,100,8.33,rain,,,,15.2,101.7,1016.2,74.7,16,108.2,9.5,4,,2015-01-10T07:33:07,2015-01-10T17:38:46,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-11,22,12.1,16.3,22,12.1,16.3,7.7,58.9,0.408,100,12.5,rain,,,,15.3,86.7,1016.6,84.6,16,125,10.6,5,,2015-01-11T07:33:02,2015-01-11T17:39:39,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-12,19.2,13.7,15.8,19.2,13.7,15.8,11.9,78.5,0.705,100,16.67,rain,,,,12.2,241.9,1017.9,87.1,15.3,130,11.1,6,,2015-01-12T07:32:55,2015-01-12T17:40:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-13,17.1,11.1,13.7,17.1,11.1,13.7,9.7,77.8,2.667,100,12.5,rain,,,,20.1,83.9,1015.9,76.8,15.4,82.1,6.9,4,,2015-01-13T07:32:47,2015-01-13T17:41:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-14,18.8,8.1,13,18.8,7.6,12.9,5.7,64.4,0,0,0,,,,,11.8,53.8,1019,26.1,16,159.4,13.8,6,,2015-01-14T07:32:36,2015-01-14T17:42:22,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-15,21.6,8.3,14.9,21.6,7.8,14.8,2.4,46.1,0,0,0,,,,,21.8,67.4,1023,11,16,166.1,14.5,6,,2015-01-15T07:32:24,2015-01-15T17:43:18,0.84,Clear,Clear conditions throughout the day.,clear-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-16,22.7,9.9,16.2,22.7,9.6,16.1,0.3,37.4,0,0,0,,,,,21.7,71.9,1020.6,22.3,16,170.3,14.8,7,,2015-01-16T07:32:10,2015-01-16T17:44:14,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-17,22.1,8.6,15.1,22.1,7.4,14.8,0.5,39.8,0,0,0,,,,,13.6,95.7,1021.1,14.6,16,168,14.5,6,,2015-01-17T07:31:54,2015-01-17T17:45:11,0.91,Clear,Clear conditions throughout the day.,clear-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-18,23.6,9.8,15.9,23.6,9.1,15.9,2.5,43.4,0,0,0,,,,,11.5,74.1,1021.7,35.1,16,160.1,13.9,6,,2015-01-18T07:31:37,2015-01-18T17:46:07,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-19,23.7,9.9,16.1,23.7,8.7,16.1,3.5,45.9,0,0,0,,,,,13.5,114.1,1018,42.6,16,164.2,14.3,6,,2015-01-19T07:31:17,2015-01-19T17:47:05,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-20,23.3,9.3,15.9,23.3,8.4,15.8,3.7,47.3,0,0,0,,,,,12.2,99,1013.8,47.6,16,163.3,14.2,6,,2015-01-20T07:30:56,2015-01-20T17:48:02,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-21,22.6,13.2,16.9,22.6,13.2,16.9,3.1,41.2,0,0,0,,,,40,30.2,355.9,1010.8,56.8,16,163.7,14.3,6,,2015-01-21T07:30:33,2015-01-21T17:49:00,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-22,18.2,9.6,14,18.2,8,14,-9.2,21.5,0,0,0,,,,46,29.8,33.7,1021.3,7.4,16,181.8,15.8,7,,2015-01-22T07:30:08,2015-01-22T17:49:58,0.08,Clear,Clear conditions throughout the day.,clear-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-23,17,6.9,12.2,17,5.3,11.8,-6.9,27.2,0,0,0,,,,,12.3,63.2,1023.7,48.1,16,142.6,12.2,6,,2015-01-23T07:29:42,2015-01-23T17:50:56,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-24,23.8,11.1,17.1,23.8,11.1,17.1,-7.9,19,0,0,0,,,,38.9,33.2,67,1018,31.8,16,179.2,15.4,7,,2015-01-24T07:29:14,2015-01-24T17:51:54,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-25,24.3,9.9,16.6,24.3,9.9,16.6,-4.5,24.8,0,0,0,,,,,16.7,96.9,1017.2,51.6,16,174.1,15,7,,2015-01-25T07:28:44,2015-01-25T17:52:53,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-26,21.1,12.3,16.3,21.1,12.3,16.3,0,34.9,0.096,100,12.5,rain,,,,12.8,130.8,1018.5,87.2,16,56.4,4.7,2,,2015-01-26T07:28:12,2015-01-26T17:53:51,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
Arizona,2015-01-27,22.8,11.8,16.9,22.8,11.8,16.9,9.7,64.6,0.33,100,8.33,rain,,,,13.6,186.2,1020.9,73.2,16,102.3,8.8,4,,2015-01-27T07:27:39,2015-01-27T17:54:50,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72278903192,72278403184,KSDL,KDVT,72278023183,KPHX"
