"","name","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","precipprob","precipcover","preciptype","snow","snowdepth","windgust","windspeed","winddir","sealevelpressure","cloudcover","visibility","solarradiation","solarenergy","uvindex","severerisk","sunrise","sunset","moonphase","conditions","description","icon","stations","year","month","sunrise_time","sunset_time"
"1","Arizona",1990-01-01,19.3,5.5,11.8,19.3,4.9,11.4,-2,40.7,0,0,0,NA,NA,NA,NA,16.3,115.6,1019,9.5,67.4,NA,NA,NA,NA,1990-01-01 07:32:34,1990-01-01 17:31:28,0.17,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,27154,63088
"2","Arizona",1990-01-02,18.2,6.2,10,18.2,3.1,8.3,0.2,53.9,4.121,100,20.83,"rain",NA,NA,NA,23,137.2,1012.5,71.8,48.6,NA,NA,NA,NA,1990-01-02 07:32:46,1990-01-02 17:32:14,0.2,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","7.22780231837228e+21",1990,1,27166,63134
"3","Arizona",1990-01-03,12.1,6.2,8.7,12.1,3.1,7.4,1.8,65,0.772,100,12.5,"rain",NA,NA,NA,19.9,259.2,1019.4,52.9,46.3,NA,NA,NA,NA,1990-01-03 07:32:55,1990-01-03 17:33:00,0.24,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.","rain","7.22780231837228e+21",1990,1,27175,63180
"4","Arizona",1990-01-04,14.3,2.2,7.6,14.3,-0.4,6.7,-2,54.9,0,0,0,NA,NA,NA,NA,11.6,269.6,1022.8,9.5,54.6,NA,NA,NA,NA,1990-01-04 07:33:03,1990-01-04 17:33:48,0.25,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,27183,63228
"5","Arizona",1990-01-05,16.3,2.2,9.2,16.3,1.2,8.7,-6.5,35.9,0,0,0,NA,NA,NA,NA,22,301,1021.3,0.8,53.5,NA,NA,NA,NA,1990-01-05 07:33:09,1990-01-05 17:34:36,0.31,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,27189,63276
"6","Arizona",1990-01-06,17.8,4.4,11.1,17.8,3.1,10.8,-6.6,30.6,0,0,0,NA,NA,NA,NA,13.4,292.1,1024.6,0.9,65.3,NA,NA,NA,NA,1990-01-06 07:33:13,1990-01-06 17:35:25,0.34,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,27193,63325
"7","Arizona",1990-01-07,16.6,3.7,9.7,16.6,0.6,8.8,-3.6,41.5,0,0,0,NA,NA,NA,NA,13.9,102.4,1024.7,32,64.8,NA,NA,NA,NA,1990-01-07 07:33:15,1990-01-07 17:36:16,0.38,"Partially cloudy","Becoming cloudy in the afternoon.","partly-cloudy-day","7.22780231837228e+21",1990,1,27195,63376
"8","Arizona",1990-01-08,19.3,4.3,11.3,19.3,1.7,10.3,-1.7,43.7,0,0,0,NA,NA,NA,NA,14.4,96.8,1020.8,30.7,45.6,NA,NA,NA,NA,1990-01-08 07:33:16,1990-01-08 17:37:07,0.41,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,27196,63427
"9","Arizona",1990-01-09,22.9,7,14,22.9,5.6,13.3,1.6,45.7,0,0,0,NA,NA,NA,NA,14.1,100.4,1020.7,27,33,NA,NA,NA,NA,1990-01-09 07:33:14,1990-01-09 17:37:59,0.45,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,27194,63479
"10","Arizona",1990-01-10,28.2,8.7,17.3,26.8,7,16.8,2.6,42.2,0,0,0,NA,NA,NA,NA,13.9,79.1,1019.8,0,44.2,NA,NA,NA,NA,1990-01-10 07:33:11,1990-01-10 17:38:51,0.5,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,27191,63531
"11","Arizona",1990-01-11,27,12,18.2,26.6,12,18.2,1.4,34.7,0,0,0,NA,NA,NA,NA,14.4,101.6,1017.9,0,50.4,NA,NA,NA,NA,1990-01-11 07:33:06,1990-01-11 17:39:44,0.52,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,27186,63584
"12","Arizona",1990-01-12,25,11,17.9,25,11,17.9,2.3,37,0,0,0,NA,NA,NA,NA,17.9,97.4,1016,39.2,56.1,NA,NA,NA,NA,1990-01-12 07:32:59,1990-01-12 17:40:38,0.55,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,27179,63638
"13","Arizona",1990-01-13,23.2,14,18.1,23.2,14,18.1,3.7,38.9,0,0,0,NA,NA,NA,NA,14,108.2,1015.2,34.5,53,NA,NA,NA,NA,1990-01-13 07:32:50,1990-01-13 17:41:33,0.58,"Partially cloudy","Clearing in the afternoon.","partly-cloudy-day","7.22780231837228e+21",1990,1,27170,63693
"14","Arizona",1990-01-14,21,9.2,14.8,21,7.6,14.7,5.6,55.2,0,0,0,NA,NA,NA,NA,14.1,94.7,1015.3,48.8,56.7,NA,NA,NA,NA,1990-01-14 07:32:40,1990-01-14 17:42:28,0.61,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,27160,63748
"15","Arizona",1990-01-15,17.8,11.1,13.5,17.8,11.1,13.5,7.7,69.4,0.866,100,8.33,"rain",NA,NA,NA,22,222.8,1015.3,58.4,53.7,NA,NA,NA,NA,1990-01-15 07:32:27,1990-01-15 17:43:24,0.65,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.","rain","7.22780231837228e+21",1990,1,27147,63804
"16","Arizona",1990-01-16,16.6,7.7,11.8,16.6,6.7,11.7,4.2,61.6,0,0,0,NA,NA,NA,NA,12.5,96.8,1014.6,36.2,45.9,NA,NA,NA,NA,1990-01-16 07:32:13,1990-01-16 17:44:20,0.68,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,27133,63860
"17","Arizona",1990-01-17,13.3,6.2,8.8,13.3,2.9,7.1,3.7,71.4,14.362,100,37.5,"rain",NA,NA,NA,30.9,107.4,1012.4,71.2,33.6,NA,NA,NA,NA,1990-01-17 07:31:57,1990-01-17 17:45:16,0.71,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","7.22780231837228e+21",1990,1,27117,63916
"18","Arizona",1990-01-18,10.6,5.7,7.4,10.6,3,5.8,3.5,76.9,0.3,100,8.33,"rain",NA,NA,NA,12.8,159.5,1014.1,79.2,29.8,NA,NA,NA,NA,1990-01-18 07:31:39,1990-01-18 17:46:13,0.75,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.","rain","7.22780231837228e+21",1990,1,27099,63973
"19","Arizona",1990-01-19,12.8,3.2,7.5,12.8,1.7,6.7,2.7,73,0,0,0,NA,NA,NA,NA,10.5,265.4,1017.3,42,37.6,NA,NA,NA,NA,1990-01-19 07:31:20,1990-01-19 17:47:10,0.78,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,27080,64030
"20","Arizona",1990-01-20,15,3.3,8.7,15,3.2,8.4,1.5,64,0,0,0,NA,NA,NA,NA,9,283.5,1020,2.2,27.3,NA,NA,NA,NA,1990-01-20 07:30:58,1990-01-20 17:48:08,0.81,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,27058,64088
"21","Arizona",1990-01-21,20,3.9,11.7,20,3.2,11.5,-1.2,47.9,0,0,0,NA,NA,NA,NA,23.6,55.5,1019.8,43.4,59.2,NA,NA,NA,NA,1990-01-21 07:30:35,1990-01-21 17:49:06,0.84,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,27035,64146
"22","Arizona",1990-01-22,19.3,11.1,15.1,19.3,11.1,15.1,0.1,37.4,0,0,0,NA,NA,NA,NA,15.9,98.7,1017.1,99.2,62.4,NA,NA,NA,NA,1990-01-22 07:30:10,1990-01-22 17:50:04,0.87,"Overcast","Cloudy skies throughout the day.","cloudy","7.22780231837228e+21",1990,1,27010,64204
"23","Arizona",1990-01-23,22.1,8.7,15,22.1,8.7,15,4.2,49.5,0,0,0,NA,NA,NA,NA,11.2,252.1,1016.8,21.1,44.5,NA,NA,NA,NA,1990-01-23 07:29:44,1990-01-23 17:51:02,0.9,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,26984,64262
"24","Arizona",1990-01-24,22.1,7.6,13.9,22.1,7.6,13.8,-0.5,45,0,0,0,NA,NA,NA,NA,29.1,40.4,1018.8,6.5,43.2,NA,NA,NA,NA,1990-01-24 07:29:15,1990-01-24 17:52:00,0.94,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,26955,64320
"25","Arizona",1990-01-25,21.1,5,12.7,21.1,3.9,12.3,-10.8,21.3,0,0,0,NA,NA,NA,NA,18.2,49.7,1023.2,15.4,63.6,NA,NA,NA,NA,1990-01-25 07:28:45,1990-01-25 17:52:59,0.97,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,26925,64379
"26","Arizona",1990-01-26,20,6,12.6,20,3.6,12.1,-6.9,27.4,0,0,0,NA,NA,NA,NA,13,107.4,1014.8,37,61.6,NA,NA,NA,NA,1990-01-26 07:28:14,1990-01-26 17:53:57,0,"Partially cloudy","Becoming cloudy in the afternoon.","partly-cloudy-day","7.22780231837228e+21",1990,1,26894,64437
"27","Arizona",1990-01-27,20.1,5,12.1,20.1,3.1,11.5,-4.6,33.9,0,0,0,NA,NA,NA,NA,21.2,246.3,1015.4,25.9,57.6,NA,NA,NA,NA,1990-01-27 07:27:40,1990-01-27 17:54:56,0.04,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,26860,64496
"28","Arizona",1990-01-28,18.4,3.3,10.8,18.4,1.9,10.3,-8.8,27.2,0,0,0,NA,NA,NA,NA,18.1,230.6,1021.8,0.7,75.3,NA,NA,NA,NA,1990-01-28 07:27:05,1990-01-28 17:55:54,0.07,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,26825,64554
"29","Arizona",1990-01-29,20,4.2,11.5,20,1.5,10.8,-7.2,29,0,0,0,NA,NA,NA,NA,16.2,115.5,1015.6,7.7,57.3,NA,NA,NA,NA,1990-01-29 07:26:29,1990-01-29 17:56:52,0.11,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,1,26789,64612
"30","Arizona",1990-01-30,21.1,6.3,13.3,21.1,4.1,12.5,-6.9,26.8,0,0,0,NA,NA,NA,NA,15.8,99.3,1008.8,44,62.7,NA,NA,NA,NA,1990-01-30 07:25:51,1990-01-30 17:57:51,0.14,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,1,26751,64671
"31","Arizona",1990-01-31,20.5,11.6,14.7,20.5,11.6,14.7,-2.6,30.9,0.017,100,4.17,"rain",NA,NA,NA,20.2,137,1006,76.8,60.1,NA,NA,NA,NA,1990-01-31 07:25:11,1990-01-31 17:58:49,0.18,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","7.22780231837228e+21",1990,1,26711,64729
"32","Arizona",1990-02-01,13.3,7.2,10.7,13.3,4.3,10.3,4.5,66.9,7.63,100,20.83,"rain",NA,NA,NA,22.2,151.1,1010.1,75.7,39.4,NA,NA,NA,NA,1990-02-01 07:24:30,1990-02-01 17:59:47,0.21,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","7.22780231837228e+21",1990,2,26670,64787
"33","Arizona",1990-02-02,15.1,6.1,10,15.1,3.8,9.2,0.7,56.7,0,0,0,NA,NA,NA,NA,22.4,264.8,1016,39.8,50.6,NA,NA,NA,NA,1990-02-02 07:23:47,1990-02-02 18:00:46,0.25,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,26627,64846
"34","Arizona",1990-02-03,16.6,3.7,10.1,16.6,2.4,9.5,-3,45.8,0,0,0,NA,NA,NA,NA,14.8,70.1,1024,7.3,75.1,NA,NA,NA,NA,1990-02-03 07:23:02,1990-02-03 18:01:43,0.29,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,26582,64903
"35","Arizona",1990-02-04,20.5,6.1,12.4,20.5,4.4,11.9,-2.6,38.5,0,0,0,NA,NA,NA,NA,28.9,169.2,1014.6,63.4,63.7,NA,NA,NA,NA,1990-02-04 07:22:17,1990-02-04 18:02:41,0.32,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,26537,64961
"36","Arizona",1990-02-05,15,7,11,15,5.6,10.6,1.3,52.1,0,0,0,NA,NA,NA,NA,16.5,117.7,1017.7,28.7,52,NA,NA,NA,NA,1990-02-05 07:21:30,1990-02-05 18:03:39,0.36,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,26490,65019
"37","Arizona",1990-02-06,20,5.6,12.1,20,4.4,11.7,-0.5,44.7,0,0,0,NA,NA,NA,NA,21.1,115.1,1018.9,0.9,62.2,NA,NA,NA,NA,1990-02-06 07:20:41,1990-02-06 18:04:36,0.39,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,26441,65076
"38","Arizona",1990-02-07,20.5,7,13,20.5,4.5,12.5,-0.5,41.5,0,0,0,NA,NA,NA,NA,14.4,111.5,1015.2,50.1,56.2,NA,NA,NA,NA,1990-02-07 07:19:51,1990-02-07 18:05:33,0.43,"Partially cloudy","Becoming cloudy in the afternoon.","partly-cloudy-day","7.22780231837228e+21",1990,2,26391,65133
"39","Arizona",1990-02-08,14.3,11.3,12.6,14.3,11.3,12.6,4.7,59.3,0.472,100,4.17,"rain",NA,NA,NA,16.7,139.9,1014.5,100,46.4,NA,NA,NA,NA,1990-02-08 07:19:00,1990-02-08 18:06:30,0.46,"Rain, Overcast","Cloudy skies throughout the day with afternoon rain.","rain","7.22780231837228e+21",1990,2,26340,65190
"40","Arizona",1990-02-09,17.1,7.8,12.1,17.1,6.7,11.9,4.7,63.9,0,0,0,NA,NA,NA,NA,14.7,264.1,1020.8,23.6,33.3,NA,NA,NA,NA,1990-02-09 07:18:07,1990-02-09 18:07:26,0.5,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,26287,65246
"41","Arizona",1990-02-10,20,6,12.3,20,5,12.1,2.1,53.1,0,0,0,NA,NA,NA,NA,13,104.5,1021.5,6,40.2,NA,NA,NA,NA,1990-02-10 07:17:13,1990-02-10 18:08:23,0.53,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,26233,65303
"42","Arizona",1990-02-11,23.8,7.7,15.2,23.8,6.1,14.8,2.7,46.9,0,0,0,NA,NA,NA,NA,12.9,82.4,1017.7,25.1,46,NA,NA,NA,NA,1990-02-11 07:16:18,1990-02-11 18:09:19,0.56,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,26178,65359
"43","Arizona",1990-02-12,20.7,11,15.6,20.7,11,15.6,5.4,51.8,0,0,0,NA,NA,NA,NA,15.9,98.8,1011.5,90.2,51.9,NA,NA,NA,NA,1990-02-12 07:15:21,1990-02-12 18:10:14,0.6,"Overcast","Cloudy skies throughout the day.","cloudy","7.22780231837228e+21",1990,2,26121,65414
"44","Arizona",1990-02-13,21.6,10.5,15.9,21.6,10.5,15.9,3.8,47.5,0,0,0,NA,NA,NA,NA,18.4,174.4,1008.1,82,55.5,NA,NA,NA,NA,1990-02-13 07:14:23,1990-02-13 18:11:09,0.63,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,26063,65469
"45","Arizona",1990-02-14,16.1,4.4,10,16.1,1.3,8.3,-4,38.3,0,0,0,NA,NA,NA,NA,40,255.5,1006.2,76.6,39.2,NA,NA,NA,NA,1990-02-14 07:13:24,1990-02-14 18:12:04,0.66,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,26004,65524
"46","Arizona",1990-02-15,9.4,0.1,4.8,7.6,-3.1,2.2,-16.2,21.3,0,0,0,NA,NA,NA,NA,20.4,267,1017.4,4.2,64.9,NA,NA,NA,NA,1990-02-15 07:12:24,1990-02-15 18:12:59,0.69,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,25944,65579
"47","Arizona",1990-02-16,13.8,0,6.5,13.8,-3.1,4.9,-11.3,29.3,0,0,0,NA,NA,NA,NA,14.1,103.8,1022.2,15.8,59.9,NA,NA,NA,NA,1990-02-16 07:11:23,1990-02-16 18:13:53,0.72,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,25883,65633
"48","Arizona",1990-02-17,19.9,3.1,10.5,19.9,0.2,9.4,-8.8,27.9,0,0,0,NA,NA,NA,NA,16.4,107.7,1018.4,25.5,62.9,NA,NA,NA,NA,1990-02-17 07:10:21,1990-02-17 18:14:47,0.75,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,25821,65687
"49","Arizona",1990-02-18,19.3,6.4,12.6,19.3,3.6,11.6,-4.6,30.7,0,0,0,NA,NA,NA,NA,19.2,113.2,1015.6,53,62.7,NA,NA,NA,NA,1990-02-18 07:09:18,1990-02-18 18:15:41,0.79,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,25758,65741
"50","Arizona",1990-02-19,13.4,5.7,8.6,13.4,2.2,7.1,1.1,62.2,9.027,100,25,"rain",NA,NA,NA,35.7,245.2,1018.1,77.9,36.4,NA,NA,NA,NA,1990-02-19 07:08:13,1990-02-19 18:16:34,0.82,"Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.","rain","7.22780231837228e+21",1990,2,25693,65794
"51","Arizona",1990-02-20,14.3,3.3,8.4,14.3,1.4,7.8,1.2,63.2,0,0,0,NA,NA,NA,NA,11.2,184.3,1023.1,1.7,42.5,NA,NA,NA,NA,1990-02-20 07:07:08,1990-02-20 18:17:27,0.85,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,25628,65847
"52","Arizona",1990-02-21,17.2,6.1,11.6,17.2,4.5,10.9,2.7,56.9,0,0,0,NA,NA,NA,NA,12.7,103.9,1020.3,66.4,33.3,NA,NA,NA,NA,1990-02-21 07:06:02,1990-02-21 18:18:19,0.89,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,25562,65899
"53","Arizona",1990-02-22,22.8,6.1,14.2,22.8,4.5,13.8,1.2,47.9,0,0,0,NA,NA,NA,NA,14.2,139.8,1020,1.1,43,NA,NA,NA,NA,1990-02-22 07:04:55,1990-02-22 18:19:11,0.92,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,25495,65951
"54","Arizona",1990-02-23,25.6,8.7,17,25.6,8.1,16.9,-0.2,35.3,0,0,0,NA,NA,NA,NA,9,35.1,1021.3,0.9,60.6,NA,NA,NA,NA,1990-02-23 07:03:47,1990-02-23 18:20:03,0.95,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,25427,66003
"55","Arizona",1990-02-24,29.3,11,19.6,27.6,11,19.3,-1.3,28.1,0,0,0,NA,NA,NA,NA,17.8,82.3,1019.9,42.6,71.4,NA,NA,NA,NA,1990-02-24 07:02:38,1990-02-24 18:20:54,0.98,"Partially cloudy","Becoming cloudy in the afternoon.","partly-cloudy-day","7.22780231837228e+21",1990,2,25358,66054
"56","Arizona",1990-02-25,28.7,14.1,21,27.2,14.1,20.8,-0.9,24.7,0,0,0,NA,NA,NA,NA,15.8,101.3,1017.4,80.6,73.2,NA,NA,NA,NA,1990-02-25 07:01:28,1990-02-25 18:21:45,0,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,25288,66105
"57","Arizona",1990-02-26,27.8,16.1,20.9,26.7,16.1,20.8,1.5,28.9,0,0,0,NA,NA,NA,NA,18.5,91.3,1015.9,84.4,61.1,NA,NA,NA,NA,1990-02-26 07:00:17,1990-02-26 18:22:36,0.05,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,25217,66156
"58","Arizona",1990-02-27,26.6,15.1,20.4,26.6,15.1,20.4,3.3,33.9,0,0,0,NA,NA,NA,NA,14.7,100.4,1017.2,70.3,63.2,NA,NA,NA,NA,1990-02-27 06:59:06,1990-02-27 18:23:26,0.09,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,2,25146,66206
"59","Arizona",1990-02-28,26.6,13.2,19.9,26.6,13.2,19.9,4.1,37.6,0,0,0,NA,NA,NA,NA,18.3,72.1,1018.4,6,60.3,NA,NA,NA,NA,1990-02-28 06:57:54,1990-02-28 18:24:16,0.12,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,2,25074,66256
"60","Arizona",1990-03-01,25.6,14.8,20,25.6,14.8,20,4.1,36.4,0,0,0,NA,NA,NA,NA,21.5,100.6,1018,62.9,59.9,NA,NA,NA,NA,1990-03-01 06:56:41,1990-03-01 18:25:06,0.16,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,3,25001,66306
"61","Arizona",1990-03-02,26.6,15.5,20.5,26.6,15.5,20.5,4,35.1,0,0,0,NA,NA,NA,NA,14.6,111.9,1016.3,92,55.5,NA,NA,NA,NA,1990-03-02 06:55:28,1990-03-02 18:25:55,0.19,"Overcast","Cloudy skies throughout the day.","cloudy","7.22780231837228e+21",1990,3,24928,66355
"62","Arizona",1990-03-03,25.1,16.6,20.6,25.1,16.6,20.6,3.6,33.6,0,0,0,NA,NA,NA,NA,14.1,94.6,1013.5,87,56.4,NA,NA,NA,NA,1990-03-03 06:54:13,1990-03-03 18:26:44,0.25,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,3,24853,66404
"63","Arizona",1990-03-04,27.1,13.2,20.4,26.6,13.2,20.3,3.2,34.4,0,0,0,NA,NA,NA,NA,22,246.1,1009.4,56.4,56.7,NA,NA,NA,NA,1990-03-04 06:52:59,1990-03-04 18:27:33,0.26,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,3,24779,66453
"64","Arizona",1990-03-05,20.5,12.8,16.2,20.5,12.8,16.2,-1.2,31.1,0,0,0,NA,NA,NA,NA,40.7,260.6,1008.5,50.7,37.6,NA,NA,NA,NA,1990-03-05 06:51:43,1990-03-05 18:28:21,0.3,"Partially cloudy","Clearing in the afternoon.","partly-cloudy-day","7.22780231837228e+21",1990,3,24703,66501
"65","Arizona",1990-03-06,21.2,8.7,14.9,21.2,7.6,14.7,-2.9,30.6,0,0,0,NA,NA,NA,NA,18.7,248.3,1014.7,24.5,56.2,NA,NA,NA,NA,1990-03-06 06:50:28,1990-03-06 18:29:09,0.33,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,3,24628,66549
"66","Arizona",1990-03-07,22.8,9.2,15.9,22.8,8.1,15.8,-3.7,27.4,0,0,0,NA,NA,NA,NA,10.8,95.2,1016,8.1,65.9,NA,NA,NA,NA,1990-03-07 06:49:11,1990-03-07 18:29:57,0.37,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,3,24551,66597
"67","Arizona",1990-03-08,25.7,10.6,18.4,25.7,10.6,18.4,-2.3,26.9,0,0,0,NA,NA,NA,NA,14.2,104.3,1012.3,82.3,61.6,NA,NA,NA,NA,1990-03-08 06:47:54,1990-03-08 18:30:44,0.41,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,3,24474,66644
"68","Arizona",1990-03-09,24.3,13.3,18.8,24.3,13.3,18.8,-1.9,26,0,0,0,NA,NA,NA,NA,14.4,98.2,1010.2,90.9,58.3,NA,NA,NA,NA,1990-03-09 06:46:37,1990-03-09 18:31:32,0.44,"Overcast","Cloudy skies throughout the day.","cloudy","7.22780231837228e+21",1990,3,24397,66692
"69","Arizona",1990-03-10,16,11.5,13.6,16,11.5,13.6,6.3,64.5,3.028,100,33.33,"rain",NA,NA,NA,12.7,157.7,1010.9,83.1,46.6,NA,NA,NA,NA,1990-03-10 06:45:19,1990-03-10 18:32:19,0.48,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","7.22780231837228e+21",1990,3,24319,66739
"70","Arizona",1990-03-11,17.9,9.4,12.8,17.9,8.5,12.7,4.2,58,2.393,100,8.33,"rain",NA,NA,NA,29.4,204.3,1012.1,88.9,53.3,NA,NA,NA,NA,1990-03-11 06:44:01,1990-03-11 18:33:05,0.5,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","7.22780231837228e+21",1990,3,24241,66785
"71","Arizona",1990-03-12,17,8.8,12.4,17,7.3,12.2,-0.1,45.9,1.066,100,12.5,"rain",NA,NA,NA,25.2,235.8,1014.6,57.2,46.2,NA,NA,NA,NA,1990-03-12 06:42:43,1990-03-12 18:33:52,0.54,"Rain, Partially cloudy","Partly cloudy throughout the day with early morning rain.","rain","7.22780231837228e+21",1990,3,24163,66832
"72","Arizona",1990-03-13,16.2,6.7,10.7,16.2,4.2,9.8,-1.4,45.2,0.028,100,4.17,"rain",NA,NA,NA,34.9,290.4,1016.6,47.3,59.7,NA,NA,NA,NA,1990-03-13 06:41:24,1990-03-13 18:34:38,0.58,"Rain, Partially cloudy","Becoming cloudy in the afternoon with early morning rain.","rain","7.22780231837228e+21",1990,3,24084,66878
"73","Arizona",1990-03-14,16.7,5,10.8,16.7,2.8,10,-8.7,27,0,0,0,NA,NA,NA,NA,11.1,231.1,1017.9,38.7,68.4,NA,NA,NA,NA,1990-03-14 06:40:04,1990-03-14 18:35:24,0.61,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,3,24004,66924
"74","Arizona",1990-03-15,22.9,5.6,14.5,22.9,4,14,-5.9,27.4,0,0,0,NA,NA,NA,NA,20.2,358.1,1014.3,1,58.7,NA,NA,NA,NA,1990-03-15 06:38:45,1990-03-15 18:36:10,0.64,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,3,23925,66970
"75","Arizona",1990-03-16,23.3,10,16.9,23.3,10,16.9,-6.6,21.3,0,0,0,NA,NA,NA,NA,12.5,50.5,1018.6,40.5,62.9,NA,NA,NA,NA,1990-03-16 06:37:25,1990-03-16 18:36:55,0.67,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,3,23845,67015
"76","Arizona",1990-03-17,27.1,11,19.6,26.2,11,19.4,-4.7,21.4,0,0,0,NA,NA,NA,NA,13.9,33.3,1015,63.6,67.9,NA,NA,NA,NA,1990-03-17 06:36:05,1990-03-17 18:37:41,0.71,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","7.22780231837228e+21",1990,3,23765,67061
"77","Arizona",1990-03-18,30.6,13.3,21.6,28.6,13.3,21.2,-2.8,21.4,0,0,0,NA,NA,NA,NA,14.2,148.9,1013,7.5,66.4,NA,NA,NA,NA,1990-03-18 06:34:45,1990-03-18 18:38:26,0.74,"Clear","Clear conditions throughout the day.","clear-day","7.22780231837228e+21",1990,3,23685,67106
