"","name","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","precipprob","precipcover","preciptype","snow","snowdepth","windgust","windspeed","winddir","sealevelpressure","cloudcover","visibility","solarradiation","solarenergy","uvindex","severerisk","sunrise","sunset","moonphase","conditions","description","icon","stations","year","month","sunrise_time","sunset_time"
"437","Arizona",1991-03-13,19.4,10.1,14.4,19.4,10.1,14.4,-3.9,29.1,0,0,0,NA,NA,NA,NA,14.8,112.3,1012.7,62.1,60,NA,NA,NA,NA,1991-03-13 06:41:42,1991-03-13 18:34:26,0.92,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,3,24102,66866
"438","Arizona",1991-03-14,17.9,11.2,14.2,17.9,11.2,14.2,-0.8,37.2,0,0,0,NA,NA,NA,NA,24.1,252.6,1007.5,45.4,63.3,NA,NA,NA,NA,1991-03-14 06:40:23,1991-03-14 18:35:12,0.95,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,3,24023,66912
"439","Arizona",1991-03-15,16.7,6.7,10.8,16.7,4.1,9.8,1,54.4,11.9,100,33.33,"rain",NA,NA,NA,22.3,89.7,1008.3,71.7,45,NA,NA,NA,NA,1991-03-15 06:39:04,1991-03-15 18:35:58,0.98,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","72278023183",1991,3,23944,66958
"440","Arizona",1991-03-16,14.4,5.1,10,14.4,2.5,9,1.5,59.3,0,0,0,NA,NA,NA,NA,18.7,100.2,1016.9,50.8,60,NA,NA,NA,NA,1991-03-16 06:37:44,1991-03-16 18:36:44,0,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,3,23864,67004
"441","Arizona",1991-03-17,20.7,6.2,13.6,20.7,5.3,13.4,-0.2,42.9,0,0,0,NA,NA,NA,NA,14.8,108.5,1019.1,0,79,NA,NA,NA,NA,1991-03-17 06:36:24,1991-03-17 18:37:29,0.05,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,3,23784,67049
"442","Arizona",1991-03-18,26.2,8.9,18,26.2,8.3,18,0.5,35.5,0,0,0,NA,NA,NA,NA,14.8,132.1,1012.3,7.5,80.7,NA,NA,NA,NA,1991-03-18 06:35:04,1991-03-18 18:38:15,0.09,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,3,23704,67095
"443","Arizona",1991-03-19,18.9,11.7,15.8,18.9,11.7,15.8,1.4,39.7,3.4,100,20.83,"rain",NA,NA,NA,29.5,202.4,1007.7,66.7,48.1,NA,NA,NA,NA,1991-03-19 06:33:44,1991-03-19 18:39:00,0.12,"Rain, Partially cloudy","Partly cloudy throughout the day with rain in the morning and afternoon.","rain","72278023183",1991,3,23624,67140
"444","Arizona",1991-03-20,19.4,8.4,12.9,19.4,5.7,12.4,3.7,57.1,7.2,100,16.67,"rain",NA,NA,NA,33.5,143.9,1008.6,76.3,51.9,NA,NA,NA,NA,1991-03-20 06:32:24,1991-03-20 18:39:45,0.16,"Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.","rain","72278023183",1991,3,23544,67185
"445","Arizona",1991-03-21,15.7,7.2,11.3,15.7,4.7,10.5,3.1,60,1.5,100,12.5,"rain",NA,NA,NA,22.3,249,1010,82.9,53.7,NA,NA,NA,NA,1991-03-21 06:31:03,1991-03-21 18:40:29,0.2,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","rain","72278023183",1991,3,23463,67229
"446","Arizona",1991-03-22,18.9,8.4,13.2,18.9,6.2,12.7,3,52.6,0,0,0,NA,NA,NA,NA,13,92.6,1020,39.2,62,NA,NA,NA,NA,1991-03-22 06:29:43,1991-03-22 18:41:14,0.25,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,3,23383,67274
"447","Arizona",1991-03-23,23.4,10.7,16.8,23.4,10.7,16.8,1.3,38.5,0,0,0,NA,NA,NA,NA,18.7,100.9,1017.8,53.3,82,NA,NA,NA,NA,1991-03-23 06:28:22,1991-03-23 18:41:59,0.27,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,3,23302,67319
"448","Arizona",1991-03-24,25.7,12.2,19.3,25.7,12.2,19.3,3.3,37.6,0,0,0,NA,NA,NA,NA,14.8,132.9,1011.3,80.8,70.3,NA,NA,NA,NA,1991-03-24 06:27:01,1991-03-24 18:42:43,0.3,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,3,23221,67363
"449","Arizona",1991-03-25,21.7,13.4,17.9,21.7,13.4,17.9,3.3,39.2,0,0,0,NA,NA,NA,NA,16.6,104,1008.5,90.4,59.7,NA,NA,NA,NA,1991-03-25 06:25:41,1991-03-25 18:43:28,0.34,"Overcast","Cloudy skies throughout the day.","cloudy","72278023183",1991,3,23141,67408
"450","Arizona",1991-03-26,16.7,10.1,13.9,16.7,10.1,13.9,3.9,53.1,13.2,100,20.83,"rain",NA,NA,NA,40.7,236,1008.4,67.5,52.8,NA,NA,NA,NA,1991-03-26 06:24:20,1991-03-26 18:44:12,0.37,"Rain, Partially cloudy","Partly cloudy throughout the day with rain in the morning and afternoon.","rain","72278023183",1991,3,23060,67452
"451","Arizona",1991-03-27,17.2,5.7,9.9,17.2,2.3,8.3,2.8,64.4,11.2,100,16.67,"rain",NA,NA,NA,29.5,119.4,1012.6,90,48.3,NA,NA,NA,NA,1991-03-27 06:23:00,1991-03-27 18:44:56,0.41,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","rain","72278023183",1991,3,22980,67496
"452","Arizona",1991-03-28,15.7,6.7,10.5,15.7,4.7,9.9,4.1,66.6,0,0,0,NA,NA,NA,NA,16.6,191.5,1017.8,70.8,39.5,NA,NA,NA,NA,1991-03-28 06:21:39,1991-03-28 18:45:40,0.45,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,3,22899,67540
"453","Arizona",1991-03-29,20.7,7.2,14.2,20.7,5.4,13.5,4.1,53.9,0,0,0,NA,NA,NA,NA,22.3,136,1016,0.4,56.3,NA,NA,NA,NA,1991-03-29 06:20:19,1991-03-29 18:46:24,0.48,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,3,22819,67584
"454","Arizona",1991-03-30,23.9,10.7,17.4,23.9,10.7,17.4,-3.1,28.9,0,0,0,NA,NA,NA,NA,11.2,220.9,1018.2,0,72.7,NA,NA,NA,NA,1991-03-30 06:18:59,1991-03-30 18:47:08,0.5,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,3,22739,67628
"455","Arizona",1991-03-31,28.4,12.9,20.8,26.9,12.9,20.5,-0.8,27.2,0,0,0,NA,NA,NA,NA,20.5,108,1017.7,0,67,NA,NA,NA,NA,1991-03-31 06:17:39,1991-03-31 18:47:52,0.55,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,3,22659,67672
"456","Arizona",1991-04-01,26.7,15.7,20.6,26.7,15.7,20.6,0.4,27.5,0,0,0,NA,NA,NA,NA,38.9,237,1012.7,1.7,60,NA,NA,NA,NA,1991-04-01 06:16:19,1991-04-01 18:48:36,0.58,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,22579,67716
"457","Arizona",1991-04-02,25.1,12.2,19.2,25.1,12.2,19.2,2,34.1,0,0,0,NA,NA,NA,NA,18.7,237.1,1016.9,21.7,55,NA,NA,NA,NA,1991-04-02 06:15:00,1991-04-02 18:49:20,0.61,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,22500,67760
"458","Arizona",1991-04-03,29.4,14.4,22.1,27.7,14.4,21.8,4.4,34.6,0,0,0,NA,NA,NA,NA,20.5,162.8,1015.2,18.8,58.7,NA,NA,NA,NA,1991-04-03 06:13:40,1991-04-03 18:50:04,0.64,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,22420,67804
"459","Arizona",1991-04-04,33.4,15.1,24.9,30.9,15.1,24,2,27.4,0,0,0,NA,NA,NA,NA,16.6,348.6,1015.5,0.8,66,NA,NA,NA,NA,1991-04-04 06:12:21,1991-04-04 18:50:48,0.68,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,22341,67848
"460","Arizona",1991-04-05,34.4,17.2,26.2,31.8,17.2,25.2,3,24.7,0,0,0,NA,NA,NA,NA,16.6,122.5,1014.5,56.3,60,NA,NA,NA,NA,1991-04-05 06:11:03,1991-04-05 18:51:32,0.71,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,22263,67892
"461","Arizona",1991-04-06,35.7,18.4,27,33,18.4,26,3.6,25.9,0,0,0,NA,NA,NA,NA,18.7,143.1,1009.6,21.7,63.3,NA,NA,NA,NA,1991-04-06 06:09:44,1991-04-06 18:52:16,0.75,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,22184,67936
"462","Arizona",1991-04-07,32.2,18.4,25.3,29.9,18.4,24.5,-0.1,20.7,0,0,0,NA,NA,NA,NA,24.1,218.9,1006.9,17.1,62.7,NA,NA,NA,NA,1991-04-07 06:08:26,1991-04-07 18:53:00,0.77,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,22106,67980
"463","Arizona",1991-04-08,30.7,16.7,23.8,28.7,16.7,23.3,-1.3,20.5,0,0,0,NA,NA,NA,NA,22.3,247.6,1011.3,38.8,58.7,NA,NA,NA,NA,1991-04-08 06:07:09,1991-04-08 18:53:45,0.81,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,22029,68025
"464","Arizona",1991-04-09,32.2,16.7,24.6,29.9,16.7,23.8,-5.1,15.5,0,0,0,NA,NA,NA,NA,13,228.5,1014.1,0,60,NA,NA,NA,NA,1991-04-09 06:05:52,1991-04-09 18:54:29,0.84,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21952,68069
"465","Arizona",1991-04-10,31.7,15.1,24.1,29.6,15.1,23.4,-3.6,19,0,0,0,NA,NA,NA,NA,40.7,231.4,1005.6,0,52,NA,NA,NA,NA,1991-04-10 06:04:35,1991-04-10 18:55:13,0.87,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21875,68113
"466","Arizona",1991-04-11,23.4,13.9,18.2,23.4,13.9,18.2,-13.8,10.4,0,0,0,NA,NA,NA,NA,31.7,264.9,1005,15,57.7,NA,NA,NA,NA,1991-04-11 06:03:19,1991-04-11 18:55:57,0.9,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21799,68157
"467","Arizona",1991-04-12,22.2,10.1,16.3,22.2,10.1,16.3,-9.9,16.6,0,0,0,NA,NA,NA,NA,24.1,263.8,1013.1,4.2,66.3,NA,NA,NA,NA,1991-04-12 06:02:03,1991-04-12 18:56:41,0.93,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21723,68201
"468","Arizona",1991-04-13,25.1,10.1,18.1,25.1,10.1,18.1,-5,21.8,0,0,0,NA,NA,NA,NA,25.9,253.3,1014.7,10.8,68,NA,NA,NA,NA,1991-04-13 06:00:48,1991-04-13 18:57:26,0.97,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21648,68246
"469","Arizona",1991-04-14,27.9,12.9,20.5,26.5,12.9,20.4,-3.8,20.9,0,0,0,NA,NA,NA,NA,18.7,91.1,1013.8,0,67.7,NA,NA,NA,NA,1991-04-14 05:59:34,1991-04-14 18:58:10,0,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21574,68290
"470","Arizona",1991-04-15,30.7,14.4,22.9,28.7,14.4,22.3,-3.5,19.5,0,0,0,NA,NA,NA,NA,16.6,113.7,1008.3,41.7,64,NA,NA,NA,NA,1991-04-15 05:58:20,1991-04-15 18:58:55,0.03,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,21500,68335
"471","Arizona",1991-04-16,29.4,16.7,23.7,27.6,16.7,23.2,-4.1,17.1,0,0,0,NA,NA,NA,NA,18.7,89.8,1008,72.9,63.3,NA,NA,NA,NA,1991-04-16 05:57:06,1991-04-16 18:59:39,0.07,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,21426,68379
"472","Arizona",1991-04-17,30.1,15.7,23.3,28.2,15.7,22.8,-3.6,17.3,0,0,0,NA,NA,NA,NA,22.3,171.7,1009.2,16.3,62.7,NA,NA,NA,NA,1991-04-17 05:55:54,1991-04-17 19:00:24,0.11,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21354,68424
"473","Arizona",1991-04-18,28.4,15.7,22.3,26.9,15.7,22,-2.6,19.4,0,0,0,NA,NA,NA,NA,13,121.3,1009.6,26.3,59.3,NA,NA,NA,NA,1991-04-18 05:54:42,1991-04-18 19:01:09,0.14,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,21282,68469
"474","Arizona",1991-04-19,30.7,15.1,23.5,28.7,15.1,22.9,-1,21.5,0,0,0,NA,NA,NA,NA,16.6,118.7,1011.2,14.6,56,NA,NA,NA,NA,1991-04-19 05:53:30,1991-04-19 19:01:53,0.18,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21210,68513
"475","Arizona",1991-04-20,32.2,16.2,24.7,29.9,16.2,23.9,-1,20.2,0,0,0,NA,NA,NA,NA,22.3,218.1,1010.4,0,65.7,NA,NA,NA,NA,1991-04-20 05:52:20,1991-04-20 19:02:38,0.21,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21140,68558
"476","Arizona",1991-04-21,27.9,15.7,22.8,26.7,15.7,22.6,-0.4,22.3,0,0,0,NA,NA,NA,NA,20.5,268.3,1010,6.7,58.3,NA,NA,NA,NA,1991-04-21 05:51:10,1991-04-21 19:03:23,0.25,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,21070,68603
"477","Arizona",1991-04-22,28.9,15.7,22.7,27.3,15.7,22.4,0.4,24.1,0,0,0,NA,NA,NA,NA,16.6,216.8,1009,32.1,57,NA,NA,NA,NA,1991-04-22 05:50:01,1991-04-22 19:04:08,0.28,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,21001,68648
"478","Arizona",1991-04-23,27.9,16.7,22.5,26.7,16.7,22.3,1.9,26.6,0,0,0,NA,NA,NA,NA,13,118.1,1008,75,60.7,NA,NA,NA,NA,1991-04-23 05:48:53,1991-04-23 19:04:53,0.32,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,20933,68693
"479","Arizona",1991-04-24,29.4,15.7,23,27.7,15.7,22.6,3.1,28.7,0,0,0,NA,NA,NA,NA,13,284.6,1010.4,6.3,57.3,NA,NA,NA,NA,1991-04-24 05:47:46,1991-04-24 19:05:38,0.35,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,20866,68738
"480","Arizona",1991-04-25,27.2,16.7,22.5,26.7,16.7,22.4,3.2,29.2,0,0,0,NA,NA,NA,NA,27.7,263.8,1008.2,41.3,57,NA,NA,NA,NA,1991-04-25 05:46:39,1991-04-25 19:06:24,0.39,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,20799,68784
"481","Arizona",1991-04-26,28.4,16.7,22.2,26.9,16.7,21.9,0.8,26.7,0,0,0,NA,NA,NA,NA,20.5,265.6,1008.5,60.8,50,NA,NA,NA,NA,1991-04-26 05:45:34,1991-04-26 19:07:09,0.43,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,4,20734,68829
"482","Arizona",1991-04-27,30.1,15.7,22.5,28.2,15.7,22.1,-3.5,18.7,0,0,0,NA,NA,NA,NA,33.5,289,1008,6.3,54.3,NA,NA,NA,NA,1991-04-27 05:44:29,1991-04-27 19:07:54,0.46,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,20669,68874
"483","Arizona",1991-04-28,25.7,12.2,19.9,25.7,12.2,19.9,-4.8,19.7,0,0,0,NA,NA,NA,NA,18.7,291.7,1011.5,0,83.3,NA,NA,NA,NA,1991-04-28 05:43:25,1991-04-28 19:08:40,0.5,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,20605,68920
"484","Arizona",1991-04-29,28.9,13.4,21.7,27.3,13.4,21.3,-6.7,16.9,0,0,0,NA,NA,NA,NA,18.7,201.1,1011.2,0.4,63.3,NA,NA,NA,NA,1991-04-29 05:42:23,1991-04-29 19:09:25,0.53,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,20543,68965
"485","Arizona",1991-04-30,32.2,15.7,24.7,29.9,15.7,23.9,-5.2,15,0,0,0,NA,NA,NA,NA,18.7,105.8,1010.8,0,61.7,NA,NA,NA,NA,1991-04-30 05:41:21,1991-04-30 19:10:10,0.56,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,4,20481,69010
"486","Arizona",1991-05-01,34.4,17.9,26.2,31.8,17.9,25.3,-5.7,13.9,0,0,0,NA,NA,NA,NA,29.5,184.5,1006.3,0,56,NA,NA,NA,NA,1991-05-01 05:40:20,1991-05-01 19:10:56,0.6,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,20420,69056
"487","Arizona",1991-05-02,25.1,15.7,20.8,25.1,15.7,20.8,-5.6,17.3,0,0,0,NA,NA,NA,NA,29.5,249.6,1008.5,0,55.7,NA,NA,NA,NA,1991-05-02 05:39:21,1991-05-02 19:11:41,0.63,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,20361,69101
"488","Arizona",1991-05-03,26.7,13.4,21,26.7,13.4,21,-4.7,18.6,0,0,0,NA,NA,NA,NA,24.1,241.2,1010.1,0,61,NA,NA,NA,NA,1991-05-03 05:38:22,1991-05-03 19:12:27,0.66,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,20302,69147
"489","Arizona",1991-05-04,30.1,15.1,23.1,28.2,15.1,22.7,-2.7,19.2,0,0,0,NA,NA,NA,NA,18.7,237.5,1013.9,0,68.7,NA,NA,NA,NA,1991-05-04 05:37:25,1991-05-04 19:13:12,0.69,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,20245,69192
"490","Arizona",1991-05-05,33.4,17.2,26,30.9,17.2,25,-2.6,17.2,0,0,0,NA,NA,NA,NA,16.6,60.5,1015.3,41.7,68.7,NA,NA,NA,NA,1991-05-05 05:36:28,1991-05-05 19:13:57,0.73,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,20188,69237
"491","Arizona",1991-05-06,36.2,19.4,28.3,33.3,19.4,27,-3.9,13.7,0,0,0,NA,NA,NA,NA,18.7,241.4,1008.5,49.6,65.3,NA,NA,NA,NA,1991-05-06 05:35:33,1991-05-06 19:14:43,0.75,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,20133,69283
"492","Arizona",1991-05-07,37.2,20.7,29.6,34.3,20.7,28.1,-0.2,15.1,0,0,0,NA,NA,NA,NA,18.7,240,1007.6,28.3,58.7,NA,NA,NA,NA,1991-05-07 05:34:39,1991-05-07 19:15:28,0.79,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,20079,69328
"493","Arizona",1991-05-08,37.9,21.7,30.5,35,21.7,28.9,1.8,16.9,0,0,0,NA,NA,NA,NA,25.9,205.2,1007.6,50.8,57,NA,NA,NA,NA,1991-05-08 05:33:47,1991-05-08 19:16:13,0.82,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,20027,69373
"494","Arizona",1991-05-09,35.1,23.9,29.5,32.5,23.9,28.1,3.4,19.6,0,0,0,NA,NA,NA,NA,31.7,206.7,1002.9,45.8,53.3,NA,NA,NA,NA,1991-05-09 05:32:55,1991-05-09 19:16:58,0.86,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,19975,69418
"495","Arizona",1991-05-10,27.2,17.9,22.9,26.7,17.9,22.9,0.7,24.8,0,0,0,NA,NA,NA,NA,33.5,250.3,1006.5,3.3,48.3,NA,NA,NA,NA,1991-05-10 05:32:05,1991-05-10 19:17:43,0.89,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19925,69463
"496","Arizona",1991-05-11,28.4,15.1,21.9,26.9,15.1,21.7,-2.6,20.3,0,0,0,NA,NA,NA,NA,25.9,258.7,1013.6,0,55.7,NA,NA,NA,NA,1991-05-11 05:31:16,1991-05-11 19:18:28,0.92,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19876,69508
"497","Arizona",1991-05-12,31.2,16.2,24.5,29.1,16.2,23.8,-2.6,17.8,0,0,0,NA,NA,NA,NA,14.8,193.8,1013.8,22.9,67.7,NA,NA,NA,NA,1991-05-12 05:30:28,1991-05-12 19:19:12,0.95,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,19828,69552
"498","Arizona",1991-05-13,35.1,17.9,27.1,32.4,17.9,25.8,-0.7,17.4,0,0,0,NA,NA,NA,NA,16.6,207.6,1008.7,11.3,58,NA,NA,NA,NA,1991-05-13 05:29:42,1991-05-13 19:19:56,0,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19782,69596
"499","Arizona",1991-05-14,29.4,20.1,26.1,27.6,20.1,25.5,-0.9,17.2,0,0,0,NA,NA,NA,NA,24.1,256.8,1006.6,0.4,63.7,NA,NA,NA,NA,1991-05-14 05:28:57,1991-05-14 19:20:41,0.02,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19737,69641
"500","Arizona",1991-05-15,32.2,18.4,25.7,29.9,18.4,24.8,0.5,20.3,0,0,0,NA,NA,NA,NA,24.1,257.2,1009.1,0,69.3,NA,NA,NA,NA,1991-05-15 05:28:13,1991-05-15 19:21:25,0.06,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19693,69685
"501","Arizona",1991-05-16,34.4,18.9,27.7,31.8,18.9,26.4,0.9,18.5,0,0,0,NA,NA,NA,NA,18.7,271.1,1008.6,0,65.3,NA,NA,NA,NA,1991-05-16 05:27:31,1991-05-16 19:22:08,0.09,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19651,69728
"502","Arizona",1991-05-17,35.7,20.7,29,33.2,20.7,27.7,3.3,20.2,0,0,0,NA,NA,NA,NA,22.3,237.4,1007.3,0,65.7,NA,NA,NA,NA,1991-05-17 05:26:50,1991-05-17 19:22:52,0.13,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19610,69772
"503","Arizona",1991-05-18,32.9,21.2,27.4,30.5,21.2,26.4,1.8,20.1,0,0,0,NA,NA,NA,NA,18.7,287.9,1008,0,63,NA,NA,NA,NA,1991-05-18 05:26:10,1991-05-18 19:23:35,0.16,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19570,69815
"504","Arizona",1991-05-19,34.4,18.4,27.3,32.1,18.4,26.2,1.2,18.7,0,0,0,NA,NA,NA,NA,18.7,317,1008.6,3.3,64.3,NA,NA,NA,NA,1991-05-19 05:25:32,1991-05-19 19:24:18,0.2,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19532,69858
"505","Arizona",1991-05-20,34.4,21.2,27.8,31.8,21.2,26.7,-3.1,14.5,0,0,0,NA,NA,NA,NA,20.5,181.5,1006.2,60,59.7,NA,NA,NA,NA,1991-05-20 05:24:56,1991-05-20 19:25:00,0.25,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,19496,69900
"506","Arizona",1991-05-21,33.9,20.1,27.3,31.3,20.1,26.3,-4.8,12.2,0,0,0,NA,NA,NA,NA,27.7,232.4,1005.5,0,64.3,NA,NA,NA,NA,1991-05-21 05:24:21,1991-05-21 19:25:42,0.27,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19461,69942
"507","Arizona",1991-05-22,31.7,19.4,26.2,29.5,19.4,25.3,-1.2,16.8,0,0,0,NA,NA,NA,NA,18.7,229.8,1008.9,0,58.7,NA,NA,NA,NA,1991-05-22 05:23:47,1991-05-22 19:26:23,0.3,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19427,69983
"508","Arizona",1991-05-23,34.4,20.7,28.4,31.8,20.7,27.1,2,19.3,0,0,0,NA,NA,NA,NA,14.8,201.8,1010.5,2.9,61,NA,NA,NA,NA,1991-05-23 05:23:15,1991-05-23 19:27:05,0.34,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19395,70025
"509","Arizona",1991-05-24,37.9,22.2,30.8,34.8,22.2,29.2,2.5,18,0,0,0,NA,NA,NA,NA,14.8,215.5,1009.4,10,64.7,NA,NA,NA,NA,1991-05-24 05:22:44,1991-05-24 19:27:45,0.37,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19364,70065
"510","Arizona",1991-05-25,38.9,23.4,31.9,35.9,23.4,30.1,3,17.6,0,0,0,NA,NA,NA,NA,25.9,229.4,1005.6,14.2,64.3,NA,NA,NA,NA,1991-05-25 05:22:15,1991-05-25 19:28:25,0.41,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19335,70105
"511","Arizona",1991-05-26,38.4,23.9,31.5,35.2,23.9,29.6,-0.4,14,0,0,0,NA,NA,NA,NA,24.1,244.9,1004.8,0,68.3,NA,NA,NA,NA,1991-05-26 05:21:47,1991-05-26 19:29:05,0.44,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19307,70145
"512","Arizona",1991-05-27,36.2,22.2,29.6,33.3,22.2,28.1,-1,14.1,0,0,0,NA,NA,NA,NA,22.3,207.6,1006.8,0,79,NA,NA,NA,NA,1991-05-27 05:21:21,1991-05-27 19:29:44,0.48,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19281,70184
"513","Arizona",1991-05-28,35.1,20.7,28.7,32.3,20.7,27.4,-2.7,13.7,0,0,0,NA,NA,NA,NA,14.8,21.6,1008.5,0,67.7,NA,NA,NA,NA,1991-05-28 05:20:57,1991-05-28 19:30:22,0.5,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19257,70222
"514","Arizona",1991-05-29,36.2,20.7,28.7,33.3,20.7,27.4,-2.1,14.5,0,0,0,NA,NA,NA,NA,22.3,143.5,1007.2,5.8,63.3,NA,NA,NA,NA,1991-05-29 05:20:34,1991-05-29 19:31:00,0.54,"Clear","Clear conditions throughout the day.","clear-day","72278023183",1991,5,19234,70260
"515","Arizona",1991-05-30,35.7,20.1,28.5,32.9,20.1,27.2,-0.5,15.8,0,0,0,NA,NA,NA,NA,40.7,226.3,1001.5,56.3,57.3,NA,NA,NA,NA,1991-05-30 05:20:12,1991-05-30 19:31:37,0.58,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,19212,70297
"516","Arizona",1991-05-31,27.9,19.4,23.9,26.7,19.4,23.7,3.8,28,0,0,0,NA,NA,NA,NA,27.7,260.1,1002.2,52.1,43.3,NA,NA,NA,NA,1991-05-31 05:19:52,1991-05-31 19:32:13,0.61,"Partially cloudy","Partly cloudy throughout the day.","partly-cloudy-day","72278023183",1991,5,19192,70333
"517","Arizona",1991-06-01,25.7,21.2,23.2,25.7,21.2,23.2,5.7,32.2,0,0,0,NA,NA,NA,NA,14.8,34.6,1007.9,94.2,62.7,NA,NA,NA,NA,1991-06-01 05:19:34,1991-06-01 19:32:48,0.64,"Overcast","Cloudy skies throughout the day.","cloudy","72278023183",1991,6,19174,70368
