name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Arizona,1992-10-26,30,17,23.4,28.4,17,23.1,10.4,46.5,0,0,0,,,,,12.6,96.7,1014.2,43.5,66.9,,,,,1992-10-26T06:42:09,1992-10-26T17:41:47,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-10-27,27.8,19.3,23.3,26.9,19.3,23.2,9.4,42.6,0.055,100,4.17,rain,,,,15.8,88.1,1012.6,86,54.5,,,,,1992-10-27T06:43:00,1992-10-27T17:40:45,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72278023183,72278523111"
Arizona,1992-10-28,27.1,17.8,22.7,27.1,17.8,22.7,13.9,59.2,4.55,100,20.83,rain,,,,16,79.5,1008.3,65.2,58.9,,,,,1992-10-28T06:43:52,1992-10-28T17:39:45,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72278023183,72278523111"
Arizona,1992-10-29,27,17.8,21.8,26.6,17.8,21.8,10.5,50.2,0,0,0,,,,,16.2,284.7,1008.3,53.3,57.9,,,,,1992-10-29T06:44:43,1992-10-29T17:38:45,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-10-30,26.6,15.5,21.3,26.6,15.5,21.3,9.7,49.1,0,0,0,,,,,14,83.2,1010.1,56,60,,,,,1992-10-30T06:45:36,1992-10-30T17:37:47,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-10-31,26.2,18.7,22.3,26.2,18.7,22.3,8.5,43.2,0,0,0,,,,,20.2,264.4,1011.2,33.9,77.6,,,,,1992-10-31T06:46:28,1992-10-31T17:36:51,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-01,27.1,13.4,20,26.6,13.4,20,0.3,28.7,0,0,0,,,,,18.1,260.7,1015.9,0.1,78.1,,,,,1992-11-01T06:47:21,1992-11-01T17:35:55,0.22,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-02,27.8,13.2,20.4,26.7,13.2,20.3,2.7,32.6,0,0,0,,,,,20.8,113,1012,49,65.2,,,,,1992-11-02T06:48:15,1992-11-02T17:35:01,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-03,22.9,15.6,19.5,22.9,15.6,19.5,-5.4,21.3,0,0,0,,,,,28.4,11.1,1012.6,5,67.6,,,,,1992-11-03T06:49:08,1992-11-03T17:34:08,0.29,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-04,20.6,12.6,16.7,20.6,12.6,16.7,-6.6,19.7,0,0,0,,,,,22.3,47.5,1019.1,38,76.9,,,,,1992-11-04T06:50:02,1992-11-04T17:33:16,0.32,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-05,21.6,10.9,16.5,21.6,10.9,16.5,-4.1,25.9,0,0,0,,,,,11.1,59.1,1014.7,42.2,67.3,,,,,1992-11-05T06:50:57,1992-11-05T17:32:26,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-06,23.8,10.5,17.2,23.8,10.5,17.2,-4.1,25.4,0,0,0,,,,,16.5,41.2,1016.9,47.7,72.2,,,,,1992-11-06T06:51:51,1992-11-06T17:31:38,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-07,26.1,10.9,18,26.1,10.9,18,-2.9,26.2,0,0,0,,,,,10.6,79.8,1014.7,2.3,75.4,,,,,1992-11-07T06:52:46,1992-11-07T17:30:51,0.42,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-08,26.6,11,17.9,26.6,11,17.9,-1.4,28.7,0,0,0,,,,,14.1,86.3,1011.1,18.7,62.5,,,,,1992-11-08T06:53:41,1992-11-08T17:30:05,0.45,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-09,23.3,12.7,18.5,23.3,12.7,18.5,2,33.8,0,0,0,,,,,15.8,67.4,1011,87.3,64.8,,,,,1992-11-09T06:54:36,1992-11-09T17:29:21,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-10,20.7,12.8,16.8,20.7,12.8,16.8,5.6,50.3,0.756,100,4.17,rain,,,,25.7,280.5,1013.2,55.8,53.6,,,,,1992-11-10T06:55:32,1992-11-10T17:28:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72278023183,72278523111"
Arizona,1992-11-11,20.1,7.8,13.6,20.1,7.2,13.3,-5.8,26.3,0,0,0,,,,,17.1,310,1020.2,0,63,,,,,1992-11-11T06:56:27,1992-11-11T17:27:57,0.55,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-12,25,7.7,15.5,25,6.5,15.4,-4.8,27.6,0,0,0,,,,,14.3,319.6,1020.1,0.4,63.5,,,,,1992-11-12T06:57:23,1992-11-12T17:27:17,0.59,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-13,27.8,10.5,18.4,26.7,10.5,18.3,-2.2,27.2,0,0,0,,,,,19.6,66.1,1017.7,0.4,63.8,,,,,1992-11-13T06:58:19,1992-11-13T17:26:39,0.62,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-14,29.3,11,19.7,27.6,11,19.4,0.1,29.5,0,0,0,,,,,16,82.6,1017.6,0,70.8,,,,,1992-11-14T06:59:15,1992-11-14T17:26:03,0.66,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-15,29.2,12,20.1,27.5,12,19.8,0.7,30.2,0,0,0,,,,,14.2,80.3,1016.4,34.9,66.9,,,,,1992-11-15T07:00:10,1992-11-15T17:25:29,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-16,27.1,14.1,19.4,26.6,14.1,19.4,0.9,30.6,0,0,0,,,,,11.2,92.5,1013.7,57.9,64.4,,,,,1992-11-16T07:01:06,1992-11-16T17:24:56,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-17,26.1,11.4,18,26.1,11.4,18,0.6,33.5,0,0,0,,,,,10.9,107.8,1011.9,12.2,51.7,,,,,1992-11-17T07:02:02,1992-11-17T17:24:25,0.75,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-18,24.3,10.5,17.2,24.3,10.5,17.2,-1,30.1,0,0,0,,,,,15.9,87.5,1011,24.8,51.4,,,,,1992-11-18T07:02:58,1992-11-18T17:23:55,0.8,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-19,22.1,10,16.1,22.1,10,16.1,1.3,38.1,0,0,0,,,,,14.5,282.9,1012.8,45,47,,,,,1992-11-19T07:03:54,1992-11-19T17:23:27,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-20,20.1,11.6,15.6,20.1,11.6,15.6,-4,28.7,0,0,0,,,,,41.8,302.1,1007.4,35.3,52.3,,,,,1992-11-20T07:04:50,1992-11-20T17:23:01,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-21,17.8,7.1,12.3,17.8,5.6,11.9,-7.3,25.3,0,0,0,,,,,15,288,1016.6,48.4,63.8,,,,,1992-11-21T07:05:46,1992-11-21T17:22:37,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-22,18.8,8.2,13.2,18.8,7.6,13,-4,31.1,0,0,0,,,,,9.7,89.1,1011.1,65.6,63.4,,,,,1992-11-22T07:06:41,1992-11-22T17:22:15,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-23,18.4,9,13,18.4,8.1,12.9,-6.2,28.1,0,0,0,,,,,28.2,284.2,1007.6,32.8,58,,,,,1992-11-23T07:07:36,1992-11-23T17:21:54,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-24,16.2,4.9,10.5,16.2,1.6,9.8,-8.6,26.2,0,0,0,,,,,15.7,252.6,1015,23.2,63.8,,,,,1992-11-24T07:08:31,1992-11-24T17:21:35,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-25,17.1,4.1,10.5,17.1,3.5,10,-8.3,27.5,0,0,0,,,,,12.8,21.7,1021.5,8,63.7,,,,,1992-11-25T07:09:26,1992-11-25T17:21:18,0.05,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-26,18.4,5.6,11.6,18.4,4.1,11.1,-9.7,22.1,0,0,0,,,,,18.5,57.6,1028.7,0,75.6,,,,,1992-11-26T07:10:20,1992-11-26T17:21:03,0.08,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-27,21.1,5.5,12.4,21.1,3.8,12.2,-8.2,25.3,0,0,0,,,,,21.5,32.4,1023.8,5.9,66.8,,,,,1992-11-27T07:11:14,1992-11-27T17:20:50,0.11,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-28,19.3,6.9,12,19.3,4.2,11.4,-8.9,23.7,0,0,0,,,,,16.6,88.6,1014.1,1.7,63.1,,,,,1992-11-28T07:12:07,1992-11-28T17:20:38,0.14,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-11-29,20.1,6.5,12.2,20.1,4.6,11.8,-5.9,28.9,0,0,0,,,,,14.3,27.1,1018.2,51,66.4,,,,,1992-11-29T07:13:00,1992-11-29T17:20:29,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-11-30,21.2,8.7,14,21.2,8,13.9,-6,25.3,0,0,0,,,,,10.7,275.7,1023.1,43.1,73.4,,,,,1992-11-30T07:13:52,1992-11-30T17:20:21,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-01,20.7,6.2,12.6,20.7,5.2,12.3,-6.1,28.7,0,0,0,,,,,9.1,34.7,1020.7,4.5,55,,,,,1992-12-01T07:14:44,1992-12-01T17:20:15,0.25,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-12-02,17.1,5.9,11.7,17.1,3.6,11,-4,33.9,0,0,0,,,,,11.2,85.2,1014.6,63.5,37.9,,,,,1992-12-02T07:15:35,1992-12-02T17:20:11,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-03,20,10.5,14.8,20,10.5,14.8,4.5,51.6,2.228,100,8.33,rain,,,,18,85.7,1013,99.5,40.5,,,,,1992-12-03T07:16:26,1992-12-03T17:20:09,0.3,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72278023183,72278523111"
Arizona,1992-12-04,16.4,11.7,14.1,16.4,11.7,14.1,12.7,91.8,30.935,100,79.17,rain,,,,18.7,60,1008.8,99.1,10,,,,,1992-12-04T07:17:15,1992-12-04T17:20:09,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72278023183,72278523111"
Arizona,1992-12-05,15.6,8.3,11.2,15.6,7.6,11,6.8,75.4,1.59,100,20.83,rain,,,,14.1,289.3,1016.5,59,31.3,,,,,1992-12-05T07:18:04,1992-12-05T17:20:11,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72278023183,72278523111"
Arizona,1992-12-06,17.1,7,11.7,17.1,7,11.5,4.6,64.2,0,0,0,,,,,12.5,74.1,1018.3,17.6,44,,,,,1992-12-06T07:18:52,1992-12-06T17:20:14,0.4,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-12-07,18.8,7,12.9,18.8,6.5,12.6,4.5,58.6,0,0,0,,,,,20.2,87.7,1015.2,44.3,60.1,,,,,1992-12-07T07:19:40,1992-12-07T17:20:19,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-08,13.3,9.4,11.1,13.3,7.7,11,8.8,85.8,29.116,100,54.17,rain,,,,18.4,93.4,1016.2,96.6,23.8,,,,,1992-12-08T07:20:26,1992-12-08T17:20:27,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72278023183,72278523111"
Arizona,1992-12-09,16.7,8.7,12.2,16.7,6.7,11.8,7.2,73.9,0,0,0,,,,,12.5,79.9,1023.4,33.4,45,,,,,1992-12-09T07:21:12,1992-12-09T17:20:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-10,20.6,7.2,13.3,20.6,6.4,13.1,6.5,66.1,0,0,0,,,,,10.8,317.2,1019.4,11.4,47.9,,,,,1992-12-10T07:21:56,1992-12-10T17:20:46,0.53,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-12-11,19.9,8.7,13.6,19.9,6.5,13.1,7.4,68.2,0,0,0,,,,,14,75,1013.4,56,36.1,,,,,1992-12-11T07:22:39,1992-12-11T17:20:59,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-12,13.9,10,12.3,13.9,8.5,12.3,3.7,57.2,0,0,0,,,,,29.4,270,1008,87.6,51.3,,,,,1992-12-12T07:23:22,1992-12-12T17:21:14,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-13,13.9,5.6,10,13.9,4,9.4,-0.3,50.6,0,0,0,,,,,14.2,309.5,1012.6,46.9,63.7,,,,,1992-12-13T07:24:03,1992-12-13T17:21:30,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-14,13.8,4.4,9,13.8,3.2,8.4,-2.4,47.1,0,0,0,,,,,12.7,284,1016.5,13.1,63.7,,,,,1992-12-14T07:24:43,1992-12-14T17:21:48,0.67,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-12-15,13.3,4.1,8.9,13.3,0.9,7.9,-1.4,51.4,0,0,0,,,,,18.2,78.7,1012.9,29.7,54.5,,,,,1992-12-15T07:25:21,1992-12-15T17:22:08,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-16,12.8,3.2,7.7,12.8,1.3,7,-2.3,51.8,0,0,0,,,,,9.7,200.5,1018.4,17.7,48.9,,,,,1992-12-16T07:25:59,1992-12-16T17:22:29,0.75,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-12-17,12.1,3.2,7.7,12.1,0.3,6.5,-1.9,52.3,0,0,0,,,,,14.3,88.8,1018,67.5,50.3,,,,,1992-12-17T07:26:35,1992-12-17T17:22:52,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-18,12.6,6,8.9,12.6,4.4,7.7,3.1,68.5,0.283,100,4.17,rain,,,,14.3,350.4,1012.1,91.9,35.7,,,,,1992-12-18T07:27:10,1992-12-18T17:23:17,0.81,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72278023183,72278523111"
Arizona,1992-12-19,11.7,4.2,7.7,11.7,1.7,6.7,3.1,74.5,0.11,100,4.17,rain,,,,11.1,278.2,1018.8,51.4,19.1,,,,,1992-12-19T07:27:43,1992-12-19T17:23:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72278023183,72278523111"
Arizona,1992-12-20,13.9,2.1,7.9,13.9,2.1,7.6,-1.1,57.4,0,0,0,,,,,12.6,277.1,1021.5,72.6,65.5,,,,,1992-12-20T07:28:15,1992-12-20T17:24:12,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-21,17.1,3.7,9.8,17.1,1.8,9.1,0.8,55.8,0,0,0,,,,,9.4,295.9,1019.5,14.4,46.3,,,,,1992-12-21T07:28:46,1992-12-21T17:24:41,0.92,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-12-22,17.2,5.6,10.9,17.2,4.7,10.6,3.1,60.5,0,0,0,,,,,12.7,271.1,1019.8,35.2,42.3,,,,,1992-12-22T07:29:15,1992-12-22T17:25:12,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-23,21,5,12.3,21,4.4,12.1,-1.4,43.7,0,0,0,,,,,13.3,321.5,1022.9,2.1,53.2,,,,,1992-12-23T07:29:42,1992-12-23T17:25:45,0,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
Arizona,1992-12-24,21.6,9.3,15,21.6,8.7,14.9,-3.1,30.2,0,0,0,,,,,22.3,52.9,1019.1,67.5,61.5,,,,,1992-12-24T07:30:08,1992-12-24T17:26:19,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-25,19.3,6.6,12.7,19.3,4.9,12.5,-0.5,43.1,0,0,0,,,,,11.4,296.3,1018.6,44.7,63.4,,,,,1992-12-25T07:30:33,1992-12-25T17:26:55,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-26,19.3,7,13,19.3,6.1,12.8,1.3,47.1,0,0,0,,,,,12.6,64.9,1019,38.7,73.1,,,,,1992-12-26T07:30:56,1992-12-26T17:27:32,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72278023183,72278523111"
Arizona,1992-12-27,19.2,8.2,12.9,19.2,7.5,12.6,5.4,62.5,3.298,100,20.83,rain,,,,14.1,77.7,1016.4,68.3,62.1,,,,,1992-12-27T07:31:17,1992-12-27T17:28:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72278023183,72278523111"
Arizona,1992-12-28,15,12.2,13.5,15,12.2,13.5,12.6,93.8,24.254,100,58.33,rain,,,,16,91.4,1012.6,100,6.6,,,,,1992-12-28T07:31:36,1992-12-28T17:28:50,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72278023183,72278523111"
Arizona,1992-12-29,17.1,13.8,15,17.1,13.8,15,13.3,90.1,0.338,100,8.33,rain,,,,12.3,82.9,1016.1,100,6.8,,,,,1992-12-29T07:31:54,1992-12-29T17:29:31,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72278023183,72278523111"
Arizona,1992-12-30,17.8,11.2,13.9,17.8,11.2,13.9,10.7,82.1,0,0,0,,,,,10.5,51,1019.5,90.4,36.7,,,,,1992-12-30T07:32:10,1992-12-30T17:30:13,0.22,Overcast,Cloudy skies throughout the day.,cloudy,"72278023183,72278523111"
Arizona,1992-12-31,20.1,7.8,13.4,20.1,7,13.2,7.1,69.2,0,0,0,,,,,12.7,277.6,1017.5,16.4,55,,,,,1992-12-31T07:32:24,1992-12-31T17:30:56,0.25,Clear,Clear conditions throughout the day.,clear-day,"72278023183,72278523111"
